EnsemblID	GeneName	baseMean	log2FoldChange	FC	lfcSE	stat	pvalue	padj
ENSMUSG00000000001.4	Gnai3	5988.54834413433	0.273874419268758	-12.5647365620411	0.119987992534565	2.28251522076147	0.0224589399013398	0.160885182319226
ENSMUSG00000000028.15	Cdc45	3146.32798496991	0.0173310646843506	-234093040500020832	0.159297383005764	0.108796920309253	0.913363566556871	0.968919324351196
ENSMUSG00000000031.16	H19	3524.17045465707	1.64907991392684	3.13633553974432	1.04792566698659	1.5736611535329	0.115565807152418	0.381505262869075
ENSMUSG00000000037.17	Scml2	732.316916536646	1.55028835990303	2.92875672114285	0.319464741738647	4.85276826314474	1.21749927791816e-06	0.000154238512126893
ENSMUSG00000000056.7	Narf	853.104880744471	0.333582871979361	-7.98756536514895	0.157829105729643	2.11357005691193	0.0345520055510138	0.204318882278535
ENSMUSG00000000078.7	Klf6	2770.09686730869	0.863212934928211	-2.23219446028893	0.185142403407281	4.662426969954	3.12501997335722e-06	0.000325511339743328
ENSMUSG00000000085.16	Scmh1	655.266595464023	0.24188778810669	-17.5591164796669	0.253503616613603	0.954178845011834	0.339993121105218	0.642691661376741
ENSMUSG00000000088.7	Cox5a	2357.41419771647	0.197392687892898	-33.4989457171009	0.172304253131207	1.14560542938303	0.251958449748576	0.560577788297924
ENSMUSG00000000120.6	Ngfr	1399.78963058145	-0.458714484353941	-0.220674940742362	0.167627261229337	-2.73651481859121	0.00620937982658635	0.0763802636100489
ENSMUSG00000000125.5	Wnt3	91.5770068462465	2.01280596556831	4.03566372462807	1.32178109798559	1.5227982671532	0.127809183650958	0.40261038093633
ENSMUSG00000000127.15	Fer	1749.31666822817	-0.142837508790845	-0.00780729121178527	0.151284943279668	-0.944162093690931	0.345086822555963	0.646521453844553
ENSMUSG00000000131.15	Xpo6	6790.75432185111	-0.0873884765209628	-0.000359142410836486	0.181347905070175	-0.481883021957968	0.629889047630858	0.840449737905411
ENSMUSG00000000134.17	Tfe3	5482.68437337545	-0.340604609228285	-0.130674036672466	0.124389920666699	-2.73820103271011	0.00617763002936121	0.0761348233767549
ENSMUSG00000000142.15	Axin2	477.050335680078	0.868757292637139	-2.22078460836698	0.335441805647878	2.58988974543351	0.00960066754383582	0.100300584696448
ENSMUSG00000000148.17	Brat1	450.367350633739	0.455573626782445	-4.57900733926712	0.280406266510407	1.62469131825032	0.104228348166267	0.362338450411383
ENSMUSG00000000149.10	Gna12	1493.83406013276	0.614503621833381	-3.08940649462607	0.20999517727931	2.92627492590481	0.00343047631874826	0.0530102835101516
ENSMUSG00000000167.14	Pih1d2	87.8910618217121	-0.452941330122989	-0.216465429135468	0.348452957284295	-1.29986364200504	0.193647708268789	0.494012235113568
ENSMUSG00000000168.9	Dlat	2760.93936186943	0.0562147849939546	-226462.779818702	0.134428654054441	0.418175614338807	0.675818723660511	0.867647226238409
ENSMUSG00000000171.5	Sdhd	2804.06328320121	0.0150919498739507	-88388373660734160896	0.165763928602453	0.0910448370836171	0.927456964132864	0.974366815811455
ENSMUSG00000000184.12	Ccnd2	1062.8454543072	-0.755170897779162	-0.399369601171545	0.22473854603443	-3.36021973579677	0.000778805034338169	0.0194674884340654
ENSMUSG00000000194.13	Gpr107	2222.67226747276	-0.134411613231993	-0.0057595294737083	0.14519021604588	-0.925762195914903	0.354569577451655	0.656181902577875
ENSMUSG00000000197.8	Nalcn	87.5947640515288	-0.157315210435761	-0.0122026270736864	0.363726683464699	-0.432509402217199	0.66537122016713	0.862657796169217
ENSMUSG00000000223.13	Drp2	181.219873068325	0.157050883517386	-82.5595439637273	0.548006318564632	0.286585899098285	0.774429412632973	0.916206158543233
ENSMUSG00000000244.17	Tspan32	127.695770621383	1.13156612544742	2.19096452549439	0.437395152855435	2.58705684793315	0.00967996205167172	0.100623901328025
ENSMUSG00000000253.13	Gmpr	204.685050851284	0.58022642032716	-3.30228611961551	0.293172717378588	1.97912829514039	0.0478015634847605	0.243369147618647
ENSMUSG00000000275.16	Trim25	6725.6201293189	-0.423344635401691	-0.194502194734137	0.209365107429036	-2.0220400648431	0.0431722129798008	0.229349323355481
ENSMUSG00000000276.11	Dgke	2293.83484527375	0.0950095407119993	-1473.73228190681	0.24954443670973	0.380731952852607	0.703402156473733	0.881970846512732
ENSMUSG00000000278.10	Scpep1	4662.60138736774	-0.236771146820515	-0.0535307772729471	0.146956759614283	-1.61116200059097	0.107144417691387	0.367300049140975
ENSMUSG00000000282.12	Mnt	1266.1049500208	-0.402869471313178	-0.178972081370016	0.138985876020521	-2.8986360545995	0.0037478966104834	0.05654148772771
ENSMUSG00000000295.13	Hddc2	761.457719236786	-0.0560739546129161	-4.28108676700064e-06	0.20427274176498	-0.274505321309245	0.783696314814672	0.919587581685908
ENSMUSG00000000296.8	Tpd52l1	364.806124263287	0.627218288496494	-3.01956612311763	0.298909249206894	2.09835690986717	0.0358736287360614	0.208548778846677
ENSMUSG00000000301.16	Pemt	120.783308694337	0.78213278734226	-2.42595917717319	0.463114071244211	1.68885558851833	0.0912471079259276	0.338018132680294
ENSMUSG00000000303.12	Cdh1	17819.7246050628	-0.0566883951103021	-4.89488102978412e-06	0.139250295987813	-0.407097124700282	0.683936655119679	0.871941726590474
ENSMUSG00000000305.12	Cdh4	279.297014750443	-0.683454800162786	-0.362699195613187	0.302462444844814	-2.25963524335542	0.0238438983769987	0.166315922111783
ENSMUSG00000000308.14	Ckmt1	513.688494798292	-0.467175042386549	-0.226797193863676	0.257727622712375	-1.81266966058938	0.0698827865810981	0.293428409944282
ENSMUSG00000000317.11	Bcl6b	270.081234396301	-0.133777472760742	-0.00562044431463247	0.281998319321124	-0.474391028580576	0.635221089402559	0.843694966007532
ENSMUSG00000000320.10	Alox12	72.8271909199541	-1.00087844914916	-0.500304272613059	0.40182890143502	-2.49080751925708	0.0127453146213084	0.117343709316505
ENSMUSG00000000325.16	Arvcf	1324.41502168884	0.0915270307750539	-1945.2422098659	0.16814763062889	0.544325426607162	0.586217552796496	0.818117409081386
ENSMUSG00000000326.13	Comt	484.543778480377	0.322302003531346	-8.59013057341525	0.218107570755759	1.47772038547101	0.139482635663692	0.420721755191515
ENSMUSG00000000339.14	Rtca	1527.81146898843	0.16088088673522	-74.3251604955676	0.131491790572275	1.22350517880271	0.221138949354112	0.525305835095816
ENSMUSG00000000340.10	Dbt	1984.20416056364	-0.111329145801908	-0.00197713379938958	0.180537782992138	-0.616652890917334	0.537463700143486	0.789147241964087
ENSMUSG00000000346.9	Dazap2	987.600930367505	0.0660199175884841	-36281.4396259533	0.207125451946498	0.318743625991158	0.749920929984564	0.905464013009705
ENSMUSG00000000355.13	Mcts1	1405.80622750295	-0.44363146668598	-0.209624138216031	0.229132358014323	-1.93613625997882	0.0528510145778158	0.256096129218899
ENSMUSG00000000365.9	Rnf17	6122.91244216573	-0.569958890984033	-0.296373322642232	0.193190200280692	-2.95024742536589	0.0031751953836511	0.0506805873835435
ENSMUSG00000000374.8	Trappc10	1217.71195610257	-0.0455403277781767	-2.45366297841876e-07	0.167499975562475	-0.271882593566056	0.785712295586699	0.92037334081721
ENSMUSG00000000378.15	Ccm2	942.928949936985	0.655452295943197	-2.87919208881097	0.171146032631294	3.82978375756604	0.000128255913770233	0.00533590135928111
ENSMUSG00000000384.15	Tbrg4	5083.35228638477	0.116054186889047	-392.53148490912	0.122675686471164	0.94602435272556	0.344136165297729	0.645765271347938
ENSMUSG00000000399.10	Ndufa9	2345.39491910058	0.0577844340525004	-162007.222798738	0.149047950847467	0.38769022803699	0.698245288197401	0.87914953925192
ENSMUSG00000000402.2	Egfl6	468.528903795726	2.09234114954162	4.26439521312902	0.410049625281783	5.10265348518189	3.34923916495557e-07	5.17549463050607e-05
ENSMUSG00000000409.14	Lck	630.467239227856	0.0114133194481164	-2.37314220905319e+26	0.349840561788001	0.0326243457584909	0.973974155053939	0.991629058701213
ENSMUSG00000000416.16	Cttnbp2	123.802631875136	0.725753307126166	-2.59885954890827	0.484106390555003	1.49916076566171	0.133831930628636	0.411713981295095
ENSMUSG00000000420.15	Galnt1	3541.31342445312	0.0461265034320169	-3358789.99429506	0.177140673739149	0.260394761171233	0.794559283593668	0.924771779994551
ENSMUSG00000000439.9	Mkrn2	1109.29159500194	0.104030807221214	-782.820191518468	0.156224319408907	0.665906611818358	0.50547079410515	0.768923659314866
ENSMUSG00000000441.17	Raf1	5459.16918039046	-0.0773466690144934	-0.000128245427956634	0.118498351322525	-0.652723587722954	0.513934493019195	0.775353170487164
ENSMUSG00000000486.13	Septin1	4688.07891455045	0.902200110118146	-2.15606631075451	0.545421708109331	1.65413311700696	0.0981004686009116	0.352269864521455
ENSMUSG00000000489.7	Pdgfb	167.821836715687	1.29642369503307	2.45619260397325	0.499203446977217	2.59698466203146	0.00940461234887754	0.0992375849073638
ENSMUSG00000000531.5	Grasp	770.648072768063	-0.750134410084938	-0.396915986327788	0.206695504736349	-3.629176217653	0.000284327107774863	0.00940754774007087
ENSMUSG00000000532.11	Acvr1b	898.457005260216	-0.24524462108399	-0.0592286331121863	0.183045454101762	-1.33980175736923	0.180309804173331	0.476421733612436
ENSMUSG00000000538.18	Tom1l2	341.31795604929	0.506118610962143	-3.93352140581448	0.325139524968721	1.55661976504036	0.119560788307854	0.389451889086182
ENSMUSG00000000544.14	Gpa33	1748.24070502407	0.776106567440206	-2.4427104256236	0.551546907082701	1.40714517201315	0.159384345700479	0.449137022996436
ENSMUSG00000000552.10	Zfp385a	288.746466648381	-0.243497421922546	-0.0580395578051684	0.306153254073144	-0.795344876080823	0.426412915925648	0.713500281775415
ENSMUSG00000000555.8	Itga5	1816.44289755725	-0.563743401257697	-0.292425964034076	0.220676356885746	-2.55461622265938	0.010630493379268	0.10601843822643
ENSMUSG00000000561.14	Wdr77	4691.35388442535	-0.324142184606583	-0.117842684122954	0.176406928114564	-1.83746856243694	0.0661407533338995	0.284625580693347
ENSMUSG00000000563.17	Atp5pb	10756.6130482473	0.0654479933607997	-39767.6380825263	0.12701291550478	0.515286127404395	0.606353091537124	0.826515381284492
ENSMUSG00000000568.15	Hnrnpd	9749.86475958695	-0.65955860664863	-0.349613913824761	0.212936080813814	-3.09744879368439	0.00195194115521425	0.0367014641557015
ENSMUSG00000000579.14	Dynlt1c	120.581334396281	0.133236476791806	-181.704726983098	0.317797983133723	0.419248969040002	0.675034187336059	0.867606090989097
ENSMUSG00000000581.8	C1d	1103.25208170597	0.291999945945255	-10.7380354534985	0.161455503000141	1.8085474977276	0.0705213313686733	0.294526570153337
ENSMUSG00000000594.7	Gm2a	1040.49433772494	0.173461925621465	-54.3781013122411	0.173136994856085	1.00187672637872	0.316403134424795	0.623272717381792
ENSMUSG00000000600.15	Krit1	2747.21723337616	-0.022711976210258	-5.56877238698089e-14	0.139537760313292	-0.16276580732889	0.870702830996134	0.954074987070477
ENSMUSG00000000605.9	Clcn4	652.340218551644	0.487514886916862	-4.14456133299914	0.180633390434831	2.6989189858159	0.00695651087049573	0.0819283549923878
